loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.23789238929748535,0.2953428626060486,0.136182963848114,0.191920667886734,0.2802351117134094,0.09172027558088303,0.0010000000474974513
0.1363825798034668,0.13929709792137146,0.038166310638189316,0.14231979846954346,0.19662079215049744,0.04636364430189133,0.0010000000474974513
0.1253625452518463,0.11657838523387909,0.031648900359869,0.11456166952848434,0.1338980495929718,0.023240022361278534,0.0010000000474974513
0.1146385595202446,0.09964051097631454,0.02566087432205677,0.09905987977981567,0.0961252972483635,0.012627261690795422,0.0010000000474974513
0.10524961352348328,0.08901964873075485,0.021171214058995247,0.08833707123994827,0.06641949713230133,0.006792870815843344,0.0010000000474974513
0.09578756242990494,0.07680176943540573,0.01662961021065712,0.08115432411432266,0.04820902645587921,0.004556385800242424,0.0010000000474974513
0.09006451070308685,0.07162611186504364,0.0158233605325222,0.07519283145666122,0.03690648078918457,0.0034285434521734715,0.0010000000474974513
0.08547711372375488,0.07130011171102524,0.016037527471780777,0.06974192708730698,0.03220292553305626,0.0027251853607594967,0.0010000000474974513
0.08070643246173859,0.06825995445251465,0.015868987888097763,0.06452696025371552,0.025676526129245758,0.001975779887288809,0.0010000000474974513
0.07371272891759872,0.05970241129398346,0.013016525655984879,0.06044285371899605,0.024719418957829475,0.0017874607583507895,0.0010000000474974513
0.06807199865579605,0.05838683992624283,0.011304142884910107,0.05588061735033989,0.019709844142198563,0.0011247703805565834,0.0010000000474974513
0.06415292620658875,0.05588230863213539,0.011088194325566292,0.05303138867020607,0.02422359399497509,0.0018259857315570116,0.0010000000474974513
0.05979597568511963,0.05202629417181015,0.010286136530339718,0.04876938834786415,0.019979402422904968,0.0010301439324393868,0.0010000000474974513
0.05659753829240799,0.05363181233406067,0.010424699634313583,0.04621916636824608,0.022584563121199608,0.0017357486067339778,0.0010000000474974513
0.0520673468708992,0.04797351360321045,0.009028573520481586,0.04358571022748947,0.02362145110964775,0.002107005100697279,0.0010000000474974513
0.04978517070412636,0.0504244901239872,0.009732261300086975,0.04078161343932152,0.025071771815419197,0.0021961915772408247,0.0010000000474974513
0.04639609903097153,0.04701098054647446,0.008920912630856037,0.037569884210824966,0.021280227228999138,0.0014031033497303724,0.0010000000474974513
0.042180947959423065,0.043803807348012924,0.007237530779093504,0.03606460988521576,0.023653879761695862,0.002352305920794606,0.0010000000474974513
0.040035564452409744,0.04246018826961517,0.007172226905822754,0.03461373969912529,0.026216277852654457,0.0028089089319109917,0.0010000000474974513
0.04024004563689232,0.047486141324043274,0.0093690175563097,0.032580479979515076,0.022615371271967888,0.002712345216423273,0.0010000000474974513
0.03552897647023201,0.04000186547636986,0.006567036733031273,0.029639124870300293,0.0207000020891428,0.001642520073801279,0.0010000000474974513
0.03395228087902069,0.039375558495521545,0.006844257470220327,0.027061080560088158,0.01640062779188156,0.0008635866106487811,0.0010000000474974513
0.030906997621059418,0.03434040769934654,0.00556274875998497,0.026673633605241776,0.01944873481988907,0.002227300778031349,0.0010000000474974513
0.030675869435071945,0.03911637142300606,0.0069170682691037655,0.024158673360943794,0.01561189815402031,0.001140011241659522,0.0010000000474974513
0.027326490730047226,0.03380339965224266,0.005053803790360689,0.021880822256207466,0.009671906940639019,0.0003824126033578068,0.0010000000474974513
0.02741311863064766,0.03633880987763405,0.006523501127958298,0.020820679143071175,0.01105678454041481,0.0004928245907649398,0.0010000000474974513
0.024812892079353333,0.03438202291727066,0.005084371194243431,0.019845180213451385,0.012964911758899689,0.0007499352796003222,0.0010000000474974513
0.02422698400914669,0.034418124705553055,0.005608517210930586,0.01947134919464588,0.018890511244535446,0.0013957283226773143,0.0010000000474974513
0.022683409973978996,0.033030226826667786,0.005116862710565329,0.017644649371504784,0.012654385529458523,0.0006033242680132389,0.0010000000474974513
0.02160816267132759,0.03465794771909714,0.0050683822482824326,0.016836807131767273,0.014281162992119789,0.000847194402012974,0.0010000000474974513
0.021172473207116127,0.033784009516239166,0.005567025393247604,0.016071006655693054,0.01413733046501875,0.0007946015102788806,0.0010000000474974513
0.019464602693915367,0.03294650465250015,0.0046132891438901424,0.01636611670255661,0.016866331920027733,0.0019638733938336372,0.0010000000474974513
0.018939785659313202,0.032816361635923386,0.004905207548290491,0.01427392940968275,0.013026549480855465,0.000647172040771693,0.0010000000474974513
0.017460189759731293,0.02943028323352337,0.004201115109026432,0.013472304679453373,0.012373552657663822,0.0005876951036043465,0.0010000000474974513
0.018419235944747925,0.03503091633319855,0.005643867421895266,0.013035689480602741,0.010309156961739063,0.0004549843433778733,0.0010000000474974513
0.015939896926283836,0.0275211613625288,0.003581603989005089,0.012390416115522385,0.008735975250601768,0.0003585903614293784,0.0010000000474974513
0.015375359915196896,0.02813265658915043,0.0037098994944244623,0.01184053160250187,0.010695081204175949,0.00047245316090993583,0.0010000000474974513
0.015227851457893848,0.0270568635314703,0.0040877144783735275,0.011510306969285011,0.012143202126026154,0.0005588194471783936,0.0010000000474974513
0.015030424110591412,0.02979462221264839,0.004149840213358402,0.011356831528246403,0.012687304057180882,0.0006778853130526841,0.0010000000474974513
0.014592998661100864,0.029258785769343376,0.004181551281362772,0.0117931654676795,0.016145087778568268,0.0016769879730418324,0.0010000000474974513
0.01285067480057478,0.02629717066884041,0.0030098024290055037,0.009962883777916431,0.010132336989045143,0.0004340606683399528,0.0010000000474974513
0.013323428109288216,0.027265189215540886,0.00383527809754014,0.010303527116775513,0.01576187089085579,0.0009667319827713072,0.0010000000474974513
0.011975833214819431,0.02457861788570881,0.0029026521369814873,0.009337917901575565,0.011062126606702805,0.0005236741271801293,0.0010000000474974513
0.01390794850885868,0.030989373102784157,0.005194672849029303,0.008991878479719162,0.009020579978823662,0.00038008508272469044,0.0010000000474974513
0.011968945153057575,0.0265823844820261,0.0033965804614126682,0.009193502366542816,0.012868158519268036,0.0007692372892051935,0.0010000000474974513
0.018809635192155838,0.04094407707452774,0.010029555298388004,0.009614921174943447,0.008648435585200787,0.0004288014315534383,0.0010000000474974513
0.015382022596895695,0.03214571997523308,0.006160249933600426,0.009865470230579376,0.01372956857085228,0.0007033446454443038,0.0010000000474974513
0.013368072919547558,0.02836810238659382,0.004314946476370096,0.009482121095061302,0.012111295014619827,0.000539061555173248,0.0010000000474974513
0.012997849844396114,0.028808066621422768,0.004225091077387333,0.009254563599824905,0.01177418977022171,0.0006247620331123471,0.0010000000474974513
0.011852573603391647,0.026077203452587128,0.003393728518858552,0.008916551247239113,0.012349247932434082,0.0006460912991315126,0.0010000000474974513
0.011273323558270931,0.025239277631044388,0.003102304646745324,0.008531654253602028,0.00981964822858572,0.0005190245574340224,0.0010000000474974513
0.012460300698876381,0.02821432054042816,0.004373064264655113,0.008574608713388443,0.009468622505664825,0.0005101076094433665,0.0010000000474974513
0.010957003571093082,0.023928293958306313,0.0030094238463789225,0.0083438940346241,0.010745055973529816,0.0005459738313220441,0.0010000000474974513
0.010310259647667408,0.02315014973282814,0.0027069903444498777,0.008042638190090656,0.012239474803209305,0.0006661927909590304,0.0010000000474974513
0.010809958912432194,0.02544289454817772,0.003444846486672759,0.008111512288451195,0.013478154316544533,0.000784967967774719,0.0010000000474974513
0.00993271078914404,0.023206664249300957,0.0027699482161551714,0.0077227335423231125,0.01311468705534935,0.0007491784053854644,0.0010000000474974513
0.009669344872236252,0.022688696160912514,0.0028632821049541235,0.007255564909428358,0.011423919349908829,0.0005798038910143077,0.0010000000474974513
0.01130671426653862,0.0269373320043087,0.004280673805624247,0.00762867322191596,0.011401358991861343,0.000555398699361831,0.0010000000474974513
0.00977722741663456,0.02413397654891014,0.0028001158498227596,0.007288453169167042,0.011030771769583225,0.000488188408780843,0.0010000000474974513
0.010389410890638828,0.024400347843766212,0.0036725406534969807,0.007523611653596163,0.013193652965128422,0.0007577878423035145,0.0010000000474974513
0.01062918733805418,0.02506931498646736,0.003792943200096488,0.007223659195005894,0.010623970068991184,0.00044083630200475454,0.0010000000474974513
0.01018755603581667,0.024505767971277237,0.0035050581209361553,0.007477329578250647,0.015144498087465763,0.0009054395486600697,0.0010000000474974513
0.01101862546056509,0.025734515860676765,0.004421279765665531,0.007228510919958353,0.013100361451506615,0.0006916914717294276,0.0010000000474974513
0.012137112207710743,0.029882345348596573,0.005223529413342476,0.007613637950271368,0.01258114818483591,0.0006280683446675539,0.0010000000474974513
0.010306205600500107,0.02443101443350315,0.0032890262082219124,0.00791493896394968,0.014129105024039745,0.000898940721526742,0.0010000000474974513
0.00941595807671547,0.022606724873185158,0.002550871344283223,0.0075548989698290825,0.01474994421005249,0.0008145457250066102,0.0010000000474974513
0.009559530764818192,0.023686660453677177,0.002965640276670456,0.007313261739909649,0.013465439900755882,0.0007698916597291827,0.0010000000474974513
0.010498492047190666,0.02549058012664318,0.003926441539078951,0.006994453724473715,0.010013916529715061,0.0004025712551083416,0.0010000000474974513
0.00870759692043066,0.021601473912596703,0.00223063793964684,0.006763900630176067,0.010873930528759956,0.0004960047663189471,0.0010000000474974513
0.010244326665997505,0.024110130965709686,0.003892044071108103,0.007169046904891729,0.01358440425246954,0.0008359451312571764,0.0010000000474974513
0.008777115494012833,0.020799294114112854,0.002506596501916647,0.006598910316824913,0.008901702240109444,0.0004220101691316813,0.0010000000474974513
0.008248535916209221,0.021407054737210274,0.0021853989455848932,0.006423876155167818,0.010607670992612839,0.0005199265433475375,0.0010000000474974513
0.007614432834088802,0.01802932657301426,0.001843585749156773,0.007905837148427963,0.01722748950123787,0.002301556756719947,0.0010000000474974513
0.007898795418441296,0.020345186814665794,0.002344270469620824,0.005980818998068571,0.0101334722712636,0.0004671430215239525,0.0010000000474974513
0.008456808514893055,0.021764429286122322,0.0030012978240847588,0.006160710472613573,0.012933761812746525,0.0007585329585708678,0.0010000000474974513
0.011290873400866985,0.027380123734474182,0.005685998126864433,0.006234863307327032,0.009513872675597668,0.00045783791574649513,0.0010000000474974513
0.009648127481341362,0.026063675060868263,0.003747630398720503,0.0073063671588897705,0.018346711993217468,0.0012483452446758747,0.0010000000474974513
0.00904404278844595,0.02265862561762333,0.002881414955481887,0.007324590813368559,0.01705067977309227,0.0011820484651252627,0.0010000000474974513
0.01000946294516325,0.02544529177248478,0.0038557781372219324,0.007288377266377211,0.016096286475658417,0.001103675807826221,0.0010000000474974513
0.009070472791790962,0.021953392773866653,0.0029029296711087227,0.007072657812386751,0.014819426462054253,0.000959636818151921,0.0010000000474974513
0.008231296204030514,0.01911211386322975,0.002153621055185795,0.008329669013619423,0.017169855535030365,0.002369300927966833,0.0010000000474974513
0.00937943160533905,0.022866347804665565,0.0034217797219753265,0.006801847368478775,0.014206320978701115,0.0008042859262786806,0.0010000000474974513
0.010198639705777168,0.024484040215611458,0.004127816297113895,0.00787096656858921,0.01765155978500843,0.0017905037384480238,0.0010000000474974513
0.008281555026769638,0.021293319761753082,0.0022847312502563,0.00639087101444602,0.01098734699189663,0.0004929485730826855,0.0005000000237487257
0.007931480184197426,0.01915399171411991,0.002142060548067093,0.006206374149769545,0.011447455734014511,0.0005286029190756381,0.0005000000237487257
0.00716195534914732,0.018269551917910576,0.001584452809765935,0.005842677317559719,0.009733697399497032,0.0003801827260758728,0.0005000000237487257
0.007388098165392876,0.018466651439666748,0.002019472187384963,0.00564163364470005,0.010134106501936913,0.0003731392207555473,0.0005000000237487257
0.006714362185448408,0.017237618565559387,0.0015493391547352076,0.005464284215122461,0.010203630663454533,0.00040721159894019365,0.0005000000237487257
0.006062646862119436,0.015101216733455658,0.0011046889703720808,0.005233684089034796,0.009763508103787899,0.00038268070784397423,0.0005000000237487257
0.0065454235300421715,0.01677851751446724,0.001791987451724708,0.004992758389562368,0.00866754911839962,0.00031950618722476065,0.0005000000237487257
0.005891831126064062,0.016463615000247955,0.0012932858662679791,0.004910035524517298,0.009732333943247795,0.0004047127440571785,0.0005000000237487257
0.005855998955667019,0.015706248581409454,0.0014102670829743147,0.00480019161477685,0.010239269584417343,0.000432533590355888,0.0005000000237487257
0.005471119191497564,0.015262043103575706,0.0011769392294809222,0.004655702039599419,0.011106549762189388,0.0004451903805602342,0.0005000000237487257
0.005521161947399378,0.015967661514878273,0.0013778115389868617,0.0044410331174731255,0.009650440886616707,0.00037384615279734135,0.0005000000237487257
0.005047579761594534,0.014228090643882751,0.001040795468725264,0.004372142720967531,0.01121661625802517,0.00042936764657497406,0.0005000000237487257
0.006496290676295757,0.017024274915456772,0.002593794371932745,0.004264736082404852,0.010102382861077785,0.000402940611820668,0.0005000000237487257
